Source Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Variant]	Term Source REF	Term Accession Number	Characteristics[Organism part]	Term Source REF	Term Accession Number	Protocol REF	Sample Name	Characteristics[Nr]	Term Source REF	Term Accession Number	Factor Value[Species]	Term Source REF	Term Accession Number	Factor Value[Tissue]	Term Source REF	Term Accession Number	Factor Value[Harvest Date]	Term Source REF	Term Accession Number	Factor Value[Plot]	Term Source REF	Term Accession Number	Factor Value[Diversity]	Unit	Term Source REF	Term Accession Number	Factor Value[Local Diversity]	Unit	Term Source REF	Term Accession Number
Ssup_T21_0710	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R56_Ssup_T21_0710	_056			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	5	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_T21_0812	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				exudate			Sample collection	E57_Ssup_T21_0812	_057			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	exudate			31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_T21_0812	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L57_Ssup_T21_0812	_057			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_T21_0812	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R57_Ssup_T21_0812	_057			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_T21_0912	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				exudate			Sample collection	E58_Ssup_T21_0912	_058			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	exudate			31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_T21_0912	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L58_Ssup_T21_0912	_058			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_T21_0912	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R58_Ssup_T21_0912	_058			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Cgla_T21_0817	Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489				exudate			Sample collection	E59_Cgla_T21_0817	_059			Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489	exudate			31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	5	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Cgla_T21_0817	Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L59_Cgla_T21_0817	_059			Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	5	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Cgla_T21_0817	Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R59_Cgla_T21_0817	_059			Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	5	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_T21_0917	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				exudate			Sample collection	E60_Ccam_T21_0917	_060			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	exudate			31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	5	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_T21_0917	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L60_Ccam_T21_0917	_060			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	5	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_T21_0917	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R60_Ccam_T21_0917	_060			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	5	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_T21_1414	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				exudate			Sample collection	E61_Ccam_T21_1414	_061			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	exudate			31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	5	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_T21_1414	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L61_Ccam_T21_1414	_061			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	5	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_T21_1414	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R61_Ccam_T21_1414	_061			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	5	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_T21_1514	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				exudate			Sample collection	E62_Dold_T21_1514	_062			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	exudate			31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	5	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_T21_1514	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L62_Dold_T21_1514	_062			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	5	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_T21_1514	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R62_Dold_T21_1514	_062			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	5	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_T21_0317	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				exudate			Sample collection	E63_Ssup_T21_0317	_063			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	exudate			31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_T21_0317	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L63_Ssup_T21_0317	_063			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_T21_0317	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R63_Ssup_T21_0317	_063			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_T21_0308	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				exudate			Sample collection	E64_Ccam_T21_0308	_064			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	exudate			31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_T21_0318	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L64_Ccam_T21_0318	_064			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_T21_0308	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R64_Ccam_T21_0308	_064			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_T21_1508	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				exudate			Sample collection	E65_Dold_T21_1508	_065			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	exudate			03.04.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_T21_1508	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L65_Dold_T21_1508	_065			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	03.04.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_T21_1508	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R65_Dold_T21_1508	_065			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	03.04.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Cgla_T21_1608	Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489				exudate			Sample collection	E66_Cgla_T21_1608	_066			Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489	exudate			03.04.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Cgla_T21_1608	Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L66_Cgla_T21_1608	_066			Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	03.04.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Cgla_T21_1608	Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R66_Cgla_T21_1608	_066			Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	03.04.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_T21_0915	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				exudate			Sample collection	E67_Ssup_T21_0915	_067			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	exudate			31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Cgla_T21_0915	Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L67_Cgla_T21_0915	_067			Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_T21_0915	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R67_Ssup_T21_0915	_067			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_T21_1015	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				exudate			Sample collection	E68_Ssup_T21_1015	_068			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	exudate			31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_T21_1015	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L68_Ssup_T21_1015	_068			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_T21_1015	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R68_Ssup_T21_1015	_068			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_T21_0310	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				exudate			Sample collection	E69_Dold_T21_0310	_069			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	exudate			31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_T21_0310	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L69_Dold_T21_0310	_069			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_T21_0310	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R69_Dold_T21_0310	_069			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_T21_0410	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				exudate			Sample collection	E70_Ssup_T21_0410	_070			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	exudate			31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_T21_0410	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L70_Ssup_T21_0410	_070			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_T21_0410	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R70_Ssup_T21_0410	_070			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	31.03.19			T21			8	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	6	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_S7_0014	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				exudate			Sample collection	E71_Ccam_S7_0014	_071			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	exudate						S7			24	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	7	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_S7_0114	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L71_Ccam_S7_0114	_071			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034				S7			24	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	7	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_S7_0014	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R71_Ccam_S7_0014	_071			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1				S7			24	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	7	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Cgla_S7_0809	Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L72_Cgla_S7_0809	_072			Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034				S7			24	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_T8_1008	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				exudate			Sample collection	E73_Dold_T8_1008	_073			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	exudate			01.04.19			T8			24	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	5	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_T8_1008	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L73_Dold_T8_1008	_073			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	01.04.19			T8			24	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	5	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Dold_T8_1008	Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R73_Dold_T8_1008	_073			Daphniphyllum oldhamii	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1008903	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	01.04.19			T8			16	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_N9_1912	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				exudate			Sample collection	E74_Ssup_N9_1912	_074			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	exudate			01.04.19			N9			16	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_N9_1912	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L74_Ssup_N9_1912	_074			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	01.04.19			N9			16	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	3	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ssup_N9_1912	Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R74_Ssup_N9_1912	_074			Schima superba	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/59677	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1				N9			16	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Cgla_N9_1514	Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489				exudate			Sample collection	E75_Cgla_N9_1514	_075			Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489	exudate						N9			16	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Cgla_N9_1514	Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489				leaf	PO	http://purl.obolibrary.org/obo/PO_0025034	Sample collection	L75_Cgla_N9_1514	_075			Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489	leaf	PO	http://purl.obolibrary.org/obo/PO_0025034				N9			16	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Cgla_N9_1514	Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489				root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	Sample collection	R75_Cgla_N9_1514	_075			Quercus glauca	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/103489	root	PO	http://purl.obolibrary.org/obo/NCBITaxon_1	01.04.19			N9			16	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
Ccam_N9_1414	Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429				exudate			Sample collection	E76_Ccam_N9_1414	_076			Cinnamomum camphora	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/13429	exudate			01.04.19			N9			16	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189	4	count unit	UO	http://purl.obolibrary.org/obo/UO_0000189
